ServiceDate,ServiceID,TOC,StationCode,PlannedArrivalUTC,ActualArrivalUTC,DelayMinutes,RightTimeFlag,To3Flag,To5Flag,CancelledFlag
2024-06-01,S2406010070,GWR,NWI,2024-06-01T16:02:00,2024-06-01T16:04:00,2.0,0,1,1,0
2024-06-01,S2406010071,CTL,PMH,2024-06-01T07:08:00,2024-06-01T07:17:00,9.0,0,0,0,0
2024-06-01,S2406010072,LNER,SHE,2024-06-01T14:55:00,2024-06-01T14:57:00,2.0,0,1,1,0
2024-06-01,S2406010073,TLK,SOU,2024-06-01T22:27:00,2024-06-01T22:27:00,0.0,1,1,1,0
2024-06-01,S2406010074,NTH,SHE,2024-06-01T23:29:00,2024-06-01T23:31:00,2.0,0,1,1,0
2024-06-01,S2406010075,LNER,PMH,2024-06-01T11:47:00,2024-06-01T11:51:00,4.0,0,0,1,0
2024-06-01,S2406010076,CTL,CDF,2024-06-01T05:19:00,2024-06-01T05:41:00,22.0,0,0,0,0
2024-06-01,S2406010077,NTH,NOT,2024-06-01T07:33:00,2024-06-01T07:37:00,4.0,0,0,1,0
2024-06-01,S2406010078,NTH,RDG,2024-06-01T19:30:00,2024-06-01T19:32:00,2.0,0,1,1,0
2024-06-01,S2406010079,EMR,INV,2024-06-01T16:13:00,2024-06-01T16:13:00,0.0,1,1,1,0
2024-06-01,S2406010080,CTL,SHE,2024-06-01T12:23:00,2024-06-01T12:23:00,0.0,1,1,1,0
2024-06-01,S2406010081,NTH,BNM,2024-06-01T20:28:00,2024-06-01T20:31:00,3.0,0,1,1,0
2024-06-01,S2406010082,LNER,NCL,2024-06-01T08:10:00,2024-06-01T08:13:00,3.0,0,1,1,0
2024-06-01,S2406010083,EMR,PMH,2024-06-01T08:40:00,2024-06-01T08:42:00,2.0,0,1,1,0
2024-06-01,S2406010084,CTL,BRS,2024-06-01T19:33:00,2024-06-01T19:37:00,4.0,0,0,1,0
2024-06-01,S2406010085,AVT,YRK,2024-06-01T12:42:00,2024-06-01T12:45:00,3.0,0,1,1,0
2024-06-01,S2406010086,AVT,BNM,2024-06-01T20:25:00,2024-06-01T20:25:00,0.0,1,1,1,0
2024-06-01,S2406010087,EMR,PAD,2024-06-01T23:43:00,2024-06-01T23:43:00,0.0,1,1,1,0
2024-06-01,S2406010088,TPE,EDB,2024-06-01T14:09:00,2024-06-01T14:12:00,3.0,0,1,1,0
2024-06-01,S2406010089,NTH,SHE,2024-06-01T12:59:00,2024-06-01T13:06:00,7.0,0,0,0,0
2024-06-01,S2406010090,LNER,ABW,2024-06-01T09:05:00,2024-06-01T09:05:00,0.0,1,1,1,0
2024-06-01,S2406010091,CTL,BTN,2024-06-01T15:14:00,2024-06-01T15:14:00,0.0,1,1,1,0
2024-06-01,S2406010092,CTL,SOU,2024-06-01T19:51:00,2024-06-01T19:51:00,0.0,1,1,1,0
2024-06-01,S2406010093,TPE,GLC,2024-06-01T06:56:00,2024-06-01T07:00:00,4.0,0,0,1,0
2024-06-01,S2406010094,LNER,YRK,2024-06-01T20:42:00,2024-06-01T20:45:00,3.0,0,1,1,0
2024-06-01,S2406010095,TLK,YRK,2024-06-01T06:24:00,2024-06-01T06:24:00,0.0,1,1,1,0
2024-06-01,S2406010096,NTH,SHE,2024-06-01T05:54:00,2024-06-01T05:54:00,0.0,1,1,1,0
2024-06-01,S2406010097,TLK,BTN,2024-06-01T21:34:00,2024-06-01T21:34:00,0.0,1,1,1,0
2024-06-01,S2406010098,CTL,GLC,2024-06-01T20:38:00,2024-06-01T20:49:00,11.0,0,0,0,0
2024-06-01,S2406010099,EMR,MAN,2024-06-01T14:33:00,2024-06-01T14:34:00,1.0,0,1,1,0
2024-06-01,S2406010100,GWR,YRK,2024-06-01T12:47:00,2024-06-01T12:53:00,6.0,0,0,0,0
2024-06-01,S2406010101,NTH,BRS,2024-06-01T20:33:00,2024-06-01T20:37:00,4.0,0,0,1,0
2024-06-01,S2406010102,CTL,YRK,2024-06-01T18:46:00,2024-06-01T18:48:00,2.0,0,1,1,0
2024-06-01,S2406010103,NTH,BRS,2024-06-01T14:29:00,2024-06-01T14:29:00,0.0,1,1,1,0
2024-06-01,S2406010104,GWR,EDB,2024-06-01T21:36:00,2024-06-01T21:36:00,0.0,1,1,1,0
2024-06-01,S2406010105,AVT,SOU,2024-06-01T11:31:00,2024-06-01T11:39:00,8.0,0,0,0,0
2024-06-01,S2406010106,EMR,SHE,2024-06-01T05:08:00,2024-06-01T05:09:00,1.0,0,1,1,0
2024-06-01,S2406010107,NTH,BRS,2024-06-01T11:57:00,2024-06-01T12:01:00,4.0,0,0,1,0
2024-06-01,S2406010108,TLK,EUS,2024-06-01T14:43:00,2024-06-01T14:43:00,0.0,1,1,1,0
2024-06-01,S2406010109,GWR,MAN,2024-06-01T05:32:00,2024-06-01T05:32:00,0.0,1,1,1,0
2024-06-01,S2406010110,LNER,BRS,2024-06-01T23:15:00,2024-06-01T23:26:00,11.0,0,0,0,0
2024-06-01,S2406010111,EMR,OXF,2024-06-01T09:13:00,2024-06-01T09:13:00,0.0,1,1,1,0
2024-06-01,S2406010112,CTL,EUS,2024-06-01T07:18:00,2024-06-01T07:20:00,2.0,0,1,1,0
2024-06-01,S2406010113,NTH,MAN,2024-06-01T23:44:00,2024-06-01T23:45:00,1.0,0,1,1,0
2024-06-01,S2406010114,GWR,RDG,2024-06-01T15:56:00,2024-06-01T15:59:00,3.0,0,1,1,0
2024-06-01,S2406010115,GWR,GLC,2024-06-01T15:01:00,2024-06-01T15:01:00,0.0,1,1,1,0
2024-06-01,S2406010116,CTL,INV,2024-06-01T07:32:00,2024-06-01T07:35:00,3.0,0,1,1,0
2024-06-01,S2406010117,LNER,SOU,2024-06-01T19:08:00,2024-06-01T19:11:00,3.0,0,1,1,0
2024-06-01,S2406010118,LNER,EUS,2024-06-01T11:04:00,2024-06-01T11:08:00,4.0,0,0,1,0
2024-06-01,S2406010119,GWR,LDS,2024-06-01T12:41:00,2024-06-01T12:41:00,0.0,1,1,1,0
2024-06-01,S2406010120,AVT,PMH,2024-06-01T08:41:00,2024-06-01T08:50:00,9.0,0,0,0,0
2024-06-01,S2406010121,CTL,CAM,2024-06-01T06:32:00,2024-06-01T06:38:00,6.0,0,0,0,0
2024-06-01,S2406010122,AVT,PMH,2024-06-01T14:47:00,2024-06-01T14:50:00,3.0,0,1,1,0
2024-06-01,S2406010123,TPE,KGX,2024-06-01T11:50:00,2024-06-01T11:53:00,3.0,0,1,1,0
2024-06-01,S2406010124,GWR,INV,2024-06-01T19:16:00,2024-06-01T19:17:00,1.0,0,1,1,0
2024-06-01,S2406010125,TLK,NWI,2024-06-01T17:11:00,2024-06-01T17:16:00,5.0,0,0,1,0
2024-06-01,S2406010126,AVT,PMH,2024-06-01T16:51:00,2024-06-01T16:51:00,0.0,1,1,1,0
2024-06-01,S2406010127,TLK,BRS,2024-06-01T13:25:00,2024-06-01T13:28:00,3.0,0,1,1,0
2024-06-02,S2406020000,NTH,SHE,2024-06-02T21:49:00,2024-06-02T22:08:00,19.0,0,0,0,0
2024-06-02,S2406020001,CTL,EDB,2024-06-02T07:35:00,2024-06-02T07:38:00,3.0,0,1,1,0
2024-06-02,S2406020002,AVT,DHM,2024-06-02T13:08:00,2024-06-02T13:08:00,0.0,1,1,1,0
2024-06-02,S2406020003,AVT,KGX,2024-06-02T06:40:00,2024-06-02T06:47:00,7.0,0,0,0,0
2024-06-02,S2406020004,TPE,OXF,2024-06-02T16:46:00,2024-06-02T16:49:00,3.0,0,1,1,0
2024-06-02,S2406020005,TLK,CAM,2024-06-02T17:19:00,2024-06-02T17:21:00,2.0,0,1,1,0
2024-06-02,S2406020006,EMR,INV,2024-06-02T14:41:00,2024-06-02T14:41:00,0.0,1,1,1,0
2024-06-02,S2406020007,LNER,LIV,2024-06-02T09:43:00,2024-06-02T09:45:00,2.0,0,1,1,0
2024-06-02,S2406020008,EMR,DHM,2024-06-02T23:39:00,2024-06-02T23:41:00,2.0,0,1,1,0
2024-06-02,S2406020009,NTH,BTN,2024-06-02T14:21:00,2024-06-02T14:21:00,0.0,1,1,1,0
2024-06-02,S2406020010,CTL,SHE,2024-06-02T11:06:00,2024-06-02T11:11:00,5.0,0,0,1,0
2024-06-02,S2406020011,TPE,SHE,2024-06-02T14:03:00,2024-06-02T14:04:00,1.0,0,1,1,0
2024-06-02,S2406020012,GWR,LIV,2024-06-02T08:29:00,2024-06-02T08:31:00,2.0,0,1,1,0
2024-06-02,S2406020013,GWR,LIV,2024-06-02T23:05:00,2024-06-02T23:08:00,3.0,0,1,1,0
2024-06-02,S2406020014,TPE,PAD,2024-06-02T23:53:00,2024-06-02T23:53:00,0.0,1,1,1,0
2024-06-02,S2406020015,CTL,NWI,2024-06-02T12:32:00,2024-06-02T12:33:00,1.0,0,1,1,0
2024-06-02,S2406020016,CTL,YRK,2024-06-02T15:14:00,2024-06-02T15:14:00,0.0,1,1,1,0
2024-06-02,S2406020017,GWR,PAD,2024-06-02T07:25:00,2024-06-02T07:29:00,4.0,0,0,1,0
2024-06-02,S2406020018,GWR,YRK,2024-06-02T18:57:00,2024-06-02T18:59:00,2.0,0,1,1,0
2024-06-02,S2406020019,CTL,BNM,2024-06-02T10:27:00,2024-06-02T10:27:00,0.0,1,1,1,0
2024-06-02,S2406020020,GWR,SHE,2024-06-02T21:35:00,2024-06-02T21:38:00,3.0,0,1,1,0
2024-06-02,S2406020021,TPE,CAM,2024-06-02T07:03:00,2024-06-02T07:10:00,7.0,0,0,0,0
2024-06-02,S2406020022,TLK,LDS,2024-06-02T07:31:00,2024-06-02T07:33:00,2.0,0,1,1,0
2024-06-02,S2406020023,NTH,YRK,2024-06-02T16:33:00,2024-06-02T16:33:00,0.0,1,1,1,0
2024-06-02,S2406020024,TPE,RDG,2024-06-02T21:10:00,2024-06-02T21:11:00,1.0,0,1,1,0
2024-06-02,S2406020025,EMR,INV,2024-06-02T14:41:00,2024-06-02T14:41:00,0.0,1,1,1,0
2024-06-02,S2406020026,NTH,BTN,2024-06-02T06:18:00,,,0,0,0,1
2024-06-02,S2406020027,TPE,SOU,2024-06-02T07:10:00,2024-06-02T07:12:00,2.0,0,1,1,0
2024-06-02,S2406020028,NTH,INV,2024-06-02T20:49:00,2024-06-02T20:53:00,4.0,0,0,1,0
2024-06-02,S2406020029,AVT,CAM,2024-06-02T14:29:00,2024-06-02T14:49:00,20.0,0,0,0,0
2024-06-02,S2406020030,LNER,RDG,2024-06-02T11:35:00,2024-06-02T11:39:00,4.0,0,0,1,0
2024-06-02,S2406020031,GWR,NWI,2024-06-02T21:35:00,2024-06-02T21:35:00,0.0,1,1,1,0
2024-06-02,S2406020032,AVT,EDB,2024-06-02T20:27:00,2024-06-02T20:27:00,0.0,1,1,1,0
2024-06-02,S2406020033,EMR,DHM,2024-06-02T23:00:00,2024-06-02T23:01:00,1.0,0,1,1,0
2024-06-02,S2406020034,LNER,GLC,2024-06-02T21:12:00,2024-06-02T21:15:00,3.0,0,1,1,0
2024-06-02,S2406020035,EMR,LIV,2024-06-02T22:48:00,2024-06-02T22:48:00,0.0,1,1,1,0
2024-06-02,S2406020036,CTL,CDF,2024-06-02T18:37:00,2024-06-02T18:40:00,3.0,0,1,1,0
2024-06-02,S2406020037,GWR,PAD,2024-06-02T14:50:00,2024-06-02T14:54:00,4.0,0,0,1,0
2024-06-02,S2406020038,TLK,INV,2024-06-02T05:15:00,2024-06-02T05:16:00,1.0,0,1,1,0
2024-06-02,S2406020039,CTL,RDG,2024-06-02T18:23:00,2024-06-02T18:29:00,6.0,0,0,0,0
2024-06-02,S2406020040,TPE,GLC,2024-06-02T21:57:00,2024-06-02T22:00:00,3.0,0,1,1,0
2024-06-02,S2406020041,TPE,MAN,2024-06-02T14:34:00,2024-06-02T14:34:00,0.0,1,1,1,0
2024-06-02,S2406020042,EMR,PAD,2024-06-02T20:16:00,2024-06-02T20:18:00,2.0,0,1,1,0
2024-06-02,S2406020043,GWR,CDF,2024-06-02T21:23:00,2024-06-02T21:23:00,0.0,1,1,1,0
2024-06-02,S2406020044,LNER,NOT,2024-06-02T23:48:00,2024-06-02T23:48:00,0.0,1,1,1,0
2024-06-02,S2406020045,AVT,YRK,2024-06-02T09:18:00,2024-06-02T09:18:00,0.0,1,1,1,0
2024-06-02,S2406020046,CTL,EUS,2024-06-02T12:32:00,2024-06-02T12:32:00,0.0,1,1,1,0
2024-06-02,S2406020047,NTH,BNM,2024-06-02T22:47:00,2024-06-02T22:49:00,2.0,0,1,1,0
2024-06-02,S2406020048,AVT,BNM,2024-06-02T12:23:00,2024-06-02T12:23:00,0.0,1,1,1,0
2024-06-02,S2406020049,AVT,DHM,2024-06-02T14:51:00,2024-06-02T14:54:00,3.0,0,1,1,0
2024-06-02,S2406020050,NTH,YRK,2024-06-02T20:51:00,2024-06-02T20:51:00,0.0,1,1,1,0
2024-06-02,S2406020051,EMR,EDB,2024-06-02T15:06:00,2024-06-02T15:06:00,0.0,1,1,1,0
2024-06-02,S2406020052,NTH,SOU,2024-06-02T08:22:00,2024-06-02T08:26:00,4.0,0,0,1,0
2024-06-02,S2406020053,CTL,OXF,2024-06-02T05:27:00,2024-06-02T05:27:00,0.0,1,1,1,0
2024-06-02,S2406020054,AVT,NCL,2024-06-02T09:18:00,2024-06-02T09:18:00,0.0,1,1,1,0
2024-06-02,S2406020055,EMR,SHE,2024-06-02T07:39:00,2024-06-02T07:43:00,4.0,0,0,1,0
2024-06-02,S2406020056,NTH,RDG,2024-06-02T14:27:00,2024-06-02T14:29:00,2.0,0,1,1,0
2024-06-02,S2406020057,EMR,LDS,2024-06-02T20:27:00,2024-06-02T20:29:00,2.0,0,1,1,0
2024-06-02,S2406020058,EMR,CDF,2024-06-02T12:27:00,2024-06-02T12:27:00,0.0,1,1,1,0
2024-06-02,S2406020059,NTH,CAM,2024-06-02T07:38:00,2024-06-02T07:40:00,2.0,0,1,1,0
2024-06-02,S2406020060,EMR,LDS,2024-06-02T08:15:00,2024-06-02T08:37:00,22.0,0,0,0,0
2024-06-02,S2406020061,LNER,NWI,2024-06-02T11:21:00,2024-06-02T11:26:00,5.0,0,0,1,0
2024-06-02,S2406020062,CTL,OXF,2024-06-02T21:32:00,2024-06-02T21:33:00,1.0,0,1,1,0
2024-06-02,S2406020063,TLK,DHM,2024-06-02T13:19:00,2024-06-02T13:19:00,0.0,1,1,1,0
2024-06-02,S2406020064,EMR,INV,2024-06-02T09:51:00,2024-06-02T09:53:00,2.0,0,1,1,0
2024-06-02,S2406020065,GWR,LIV,2024-06-02T23:43:00,2024-06-02T23:43:00,0.0,1,1,1,0
2024-06-02,S2406020066,TPE,CAM,2024-06-02T12:50:00,2024-06-02T12:50:00,0.0,1,1,1,0
2024-06-02,S2406020067,EMR,INV,2024-06-02T17:16:00,2024-06-02T17:24:00,8.0,0,0,0,0
2024-06-02,S2406020068,TPE,BNM,2024-06-02T17:16:00,2024-06-02T17:18:00,2.0,0,1,1,0
2024-06-02,S2406020069,AVT,GLC,2024-06-02T15:32:00,2024-06-02T15:52:00,20.0,0,0,0,0
2024-06-02,S2406020070,TPE,EUS,2024-06-02T21:33:00,2024-06-02T21:33:00,0.0,1,1,1,0
2024-06-02,S2406020071,GWR,BTN,2024-06-02T18:13:00,2024-06-02T18:15:00,2.0,0,1,1,0
2024-06-02,S2406020072,CTL,KGX,2024-06-02T23:01:00,2024-06-02T23:02:00,1.0,0,1,1,0
2024-06-02,S2406020073,EMR,KGX,2024-06-02T06:21:00,2024-06-02T06:24:00,3.0,0,1,1,0
2024-06-02,S2406020074,CTL,KGX,2024-06-02T11:46:00,2024-06-02T11:47:00,1.0,0,1,1,0
2024-06-02,S2406020075,CTL,OXF,2024-06-02T17:45:00,2024-06-02T17:47:00,2.0,0,1,1,0
2024-06-02,S2406020076,NTH,PAD,2024-06-02T13:18:00,2024-06-02T13:18:00,0.0,1,1,1,0
2024-06-02,S2406020077,LNER,NOT,2024-06-02T05:11:00,2024-06-02T05:11:00,0.0,1,1,1,0
2024-06-02,S2406020078,GWR,YRK,2024-06-02T08:12:00,2024-06-02T08:18:00,6.0,0,0,0,0
2024-06-02,S2406020079,LNER,PAD,2024-06-02T15:43:00,2024-06-02T15:46:00,3.0,0,1,1,0
2024-06-02,S2406020080,AVT,PMH,2024-06-02T07:23:00,2024-06-02T07:25:00,2.0,0,1,1,0
2024-06-02,S2406020081,TLK,MAN,2024-06-02T11:17:00,2024-06-02T11:20:00,3.0,0,1,1,0
2024-06-02,S2406020082,AVT,CDF,2024-06-02T19:18:00,2024-06-02T19:41:00,23.0,0,0,0,0
2024-06-02,S2406020083,NTH,MAN,2024-06-02T17:54:00,2024-06-02T17:59:00,5.0,0,0,1,0
2024-06-02,S2406020084,NTH,EDB,2024-06-02T09:26:00,2024-06-02T09:28:00,2.0,0,1,1,0
2024-06-02,S2406020085,EMR,BRS,2024-06-02T08:39:00,2024-06-02T08:44:00,5.0,0,0,1,0
2024-06-02,S2406020086,AVT,BNM,2024-06-02T11:58:00,2024-06-02T11:59:00,1.0,0,1,1,0
2024-06-02,S2406020087,LNER,KGX,2024-06-02T23:08:00,2024-06-02T23:09:00,1.0,0,1,1,0
2024-06-02,S2406020088,TLK,PMH,2024-06-02T15:33:00,2024-06-02T15:33:00,0.0,1,1,1,0
2024-06-02,S2406020089,NTH,NCL,2024-06-02T07:33:00,2024-06-02T07:37:00,4.0,0,0,1,0
2024-06-02,S2406020090,CTL,NWI,2024-06-02T16:45:00,2024-06-02T16:45:00,0.0,1,1,1,0
2024-06-03,S2406030000,AVT,CAM,2024-06-03T14:37:00,2024-06-03T14:40:00,3.0,0,1,1,0
2024-06-03,S2406030001,AVT,KGX,2024-06-03T10:04:00,2024-06-03T10:04:00,0.0,1,1,1,0
2024-06-03,S2406030002,AVT,INV,2024-06-03T21:54:00,2024-06-03T21:57:00,3.0,0,1,1,0
2024-06-03,S2406030003,CTL,LDS,2024-06-03T06:14:00,2024-06-03T06:14:00,0.0,1,1,1,0
2024-06-03,S2406030004,NTH,RDG,2024-06-03T18:10:00,2024-06-03T18:15:00,5.0,0,0,1,0
2024-06-03,S2406030005,AVT,MAN,2024-06-03T12:36:00,2024-06-03T12:38:00,2.0,0,1,1,0
2024-06-03,S2406030006,TPE,YRK,2024-06-03T13:54:00,2024-06-03T13:54:00,0.0,1,1,1,0
2024-06-03,S2406030007,NTH,YRK,2024-06-03T06:18:00,2024-06-03T06:20:00,2.0,0,1,1,0
2024-06-03,S2406030008,AVT,RDG,2024-06-03T16:02:00,2024-06-03T16:02:00,0.0,1,1,1,0
2024-06-03,S2406030009,NTH,SOU,2024-06-03T16:41:00,2024-06-03T16:45:00,4.0,0,0,1,0
2024-06-03,S2406030010,CTL,YRK,2024-06-03T17:13:00,2024-06-03T17:15:00,2.0,0,1,1,0
2024-06-03,S2406030011,GWR,EDB,2024-06-03T07:31:00,2024-06-03T07:35:00,4.0,0,0,1,0
2024-06-03,S2406030012,CTL,BTN,2024-06-03T14:22:00,2024-06-03T14:24:00,2.0,0,1,1,0
2024-06-03,S2406030013,TLK,CAM,2024-06-03T15:50:00,2024-06-03T15:52:00,2.0,0,1,1,0
2024-06-03,S2406030014,TLK,DHM,2024-06-03T19:40:00,2024-06-03T19:45:00,5.0,0,0,1,0
2024-06-03,S2406030015,GWR,LIV,2024-06-03T22:43:00,2024-06-03T22:44:00,1.0,0,1,1,0
